label_id,class_proposed,class_id,cyclone,event_date,source,district,lon,lat
24.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.87727927855065,19.845177014890616
25.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.29436249068549,19.637935678844244
26.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.70615021692588,19.989626112577035
27.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.91204408004607,20.3847051745328
28.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.90827115585276,19.90608279115392
29.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.89991682371046,19.985044704628027
30.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.62179841174705,19.76756257434269
31.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.96486501875229,20.283914199654593
32.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,86.94043541730609,20.646384416796817
33.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.40620274355837,19.65437484854363
34.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.92632729306357,19.908238747835806
35.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.47384588445256,19.717706076074055
36.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.96432602958183,20.30412629354728
37.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.88213018108489,19.99582448803746
38.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.965673502508,20.291460048041195
39.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.95462422451334,20.33215373041181
40.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.8904845132272,19.857034776640994
41.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.70615021692588,19.978846329167602
42.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.9160864988246,20.356947232253507
43.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.28358270727605,19.629581346701933
44.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.75088631807502,20.423512394806764
45.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.94626989237102,20.412463116812095
46.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.86838595723786,19.845177014890616
47.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.9160864988246,20.374733874879073
48.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.30595075785062,19.58754019140514
49.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.67111592084521,19.955130805666847
50.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.94303595734819,19.91066419910293
51.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.903959242489,20.5162185321279
52.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.79858685966177,20.04783694298798
53.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.77190689572342,20.51406257544601
54.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.92147639052932,20.377698315316668
55.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.71019263570442,19.983966726287083
56.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.91069660711989,19.86970102214708
57.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.74360996427366,20.511367629593654
58.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.85464173339084,19.95351383815543
59.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.58918956693351,19.98477521004279
60.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.66195310494719,19.97237845912194
61.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.2636401079686,19.61987954163344
62.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.8791657406473,20.094998495404255
63.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.93387314145018,19.890182610625004
64.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.7627440798254,20.45773820713172
65.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.96971592128654,20.00902972271402
66.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.6808177259137,20.005256798520715
67.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.8619180871922,19.841943079867786
68.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.89587440493192,19.977229361656185
69.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.27253342928138,19.5729874838024
70.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.85491122797606,20.525650842611153
71.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.76786447694488,19.923330444609014
72.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.90368974790375,20.378776293657612
73.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.75654570436498,20.046219975476564
74.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.93683758188777,20.332423224997044
75.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.26606555923571,19.619610047048205
76.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.94788685988243,20.316253549882894
77.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.94141898983678,20.450192358745113
78.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.95704967578045,20.33404019250846
79.0,cyclone_flood,2,Fani,2019-05-03,Copernicus EMS EMSR357,NA,85.64740039734446,19.889374126869296
80.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.76876736651086,20.556642719913278
81.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.46235202309768,20.24753243064775
82.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.89165689737841,20.871142900883523
83.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.95013722237458,20.758494164254934
84.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.56368198714637,20.275829362097515
85.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.82563072399562,20.580897232584505
86.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.5736532868001,20.243220517283977
87.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.41465148151094,20.172343441366948
88.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.72753469496976,20.860632612059323
89.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.53188162608853,20.230823766363127
90.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.79948974922775,20.78463513902281
91.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.80002873839821,20.56230210620323
92.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.6690543699736,20.555025752401864
93.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.87413974933807,20.939055536362957
94.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.9223792800953,20.71780048188432
95.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.64345238437618,20.867100482104984
96.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.91294696961204,20.843654453189465
97.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,87.32742964170478,21.598239291849865
98.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,87.01697187951308,21.464030988402406
99.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,87.04095689759907,21.56401347952491
100.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.418154911119,20.1817757518502
101.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.50196772712735,20.208186221203317
102.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.42731772701703,20.107934235495577
103.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.82886465901845,20.60380427232955
104.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.98059011050624,20.745827918748848
105.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.51840689682675,20.221121961294635
106.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.50466267297972,20.201179361987183
107.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,87.05685707812799,21.585303551758543
108.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.94043541730609,20.646384416796817
109.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.65072873817755,20.38955607706705
110.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.70408866605425,20.81347105964305
111.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.92561321511812,20.718069976469558
112.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.95687458700549,20.800535319551727
113.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,87.01912783619497,21.514965465011983
114.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.50142873795689,20.189591094822042
115.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.44240942379024,20.17396040887836
116.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.49361339498505,20.198484416134825
117.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,87.10940852224898,21.526553732177124
118.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.39201393635113,20.084757701165294
119.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.45884859348962,20.24699344147728
120.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.8630904713434,20.9506438035281
121.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.9005502186912,20.85578170952508
122.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.29607386400716,20.164528098395106
123.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,87.05281465934945,21.60147322687269
124.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.41599895443711,20.18393170853209
125.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.79814227630156,20.556912214498514
126.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.63348108472245,20.869795427957342
127.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.79005743874448,20.573351384197903
128.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,87.06359444275888,21.657797595186988
129.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.90405364829925,20.885426113901023
130.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.70732260107708,20.86332755791168
131.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.83344606696745,20.853895247428426
132.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.78601501996594,20.574159867953608
133.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,87.36273343237069,21.611983515696892
134.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.84988523666685,21.005620698916214
135.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,87.00673108527411,21.51065355164821
136.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.59575184278944,20.29684993974591
137.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.4383670050117,20.08448820658006
138.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.87872115728709,20.868986944201634
139.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.97978162675054,20.746097413334084
140.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.29930779902999,20.527806799293042
141.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.82266628355802,20.69381546379833
142.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.37341880996985,20.113863116370766
143.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.41950238404519,20.099579903353266
144.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.4782522036266,20.355869253912566
145.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,87.03421953296818,21.493405898193114
146.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.81323397307477,20.614045066568515
147.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.42300581365325,20.169917990099822
148.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.69654281766765,20.839073045240454
149.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.93154209599331,20.811315102961164
150.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.418154911119,20.18258423560591
151.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.35563216734428,20.082062755312936
152.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.39093595801019,20.08044578780152
153.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.43728902667075,20.155634777082323
154.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.78978794415926,20.57469885712408
155.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.65045924359231,20.399527376720773
156.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.79113541708543,20.797301384528897
157.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.51382548887773,20.25939019239813
158.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.91860635590199,20.827484778075313
159.0,cyclone_flood,2,Amphan,2020-05-20,Sentinel-1 SAR change detection (Module 08),NA,86.40575816019816,20.07451690692633
160.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.73831447837921,20.877071781758712
161.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.72807368414024,21.163544525864427
162.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.74774678886246,20.98055770248928
163.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.91968433424293,20.833144164365265
164.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.78089462284647,21.030414200757914
165.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.81458144600094,20.57793279214691
166.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.62458776340966,20.652582792257242
167.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.76876736651086,20.556642719913278
168.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.46235202309768,20.24753243064775
169.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.89165689737841,20.871142900883523
170.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.66177801617222,21.02340734154178
171.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.78278108494312,20.56876997624889
172.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.60033325073844,20.889738027264798
173.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,87.09620328757242,21.541106439779863
174.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.95013722237458,20.758494164254934
175.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.56368198714637,20.275829362097515
176.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.82563072399562,20.580897232584505
177.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,87.30991249366446,21.619529364083498
178.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.31413000121796,19.966988567417225
179.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.5736532868001,20.243220517283977
180.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.41465148151094,20.172343441366948
181.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.72753469496976,20.860632612059323
182.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.66932386455882,21.04038550041164
183.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.53188162608853,20.230823766363127
184.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.49954227586024,20.36206762937299
185.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.79948974922775,20.78463513902281
186.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.65827458656415,20.543167990651487
187.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.73750599462349,20.863597052496917
188.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.62620473092109,20.84338495860423
189.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.80002873839821,20.56230210620323
190.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,87.1034796413738,21.56805589830345
191.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,85.85167729295324,20.547749398600494
192.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.6690543699736,20.555025752401864
193.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.62350978506873,20.847966366553237
194.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.87413974933807,20.939055536362957
195.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.67660021836019,21.20504669199075
196.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.69438686098576,20.562571600788466
197.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.95121520071552,20.82263387554107
198.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.73588902711208,21.108298135891076
199.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.59871628322703,20.897822864821872
200.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.41680743819282,20.16318062546893
201.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.83102061570034,21.067604453520463
202.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.63375057930769,20.761997593863
203.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.57338379221486,20.916687485788383
204.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.9223792800953,20.71780048188432
205.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.80703559761434,20.83098820768338
206.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.69384787181528,20.846079904456587
207.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.5984467886418,20.923424850419277
208.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.64345238437618,20.867100482104984
209.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.59575184278944,20.76846546390866
210.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.91294696961204,20.843654453189465
211.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,87.32742964170478,21.598239291849865
212.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,85.86407404387408,20.55125282820856
213.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.31925039833745,19.95674777317826
214.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,87.01697187951308,21.464030988402406
215.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.69627332308241,20.83233568060956
216.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.75125021847052,21.081618171952726
217.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.71163451444086,20.879227738440598
218.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.70705310649184,20.81023712462022
219.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.418154911119,20.1817757518502
220.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.50223722171259,20.67737629409894
221.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.6563881244675,20.92719777461258
222.0,cyclone_flood,2,Yaas,2021-05-26,Sentinel-1 SAR change detection (Module 08),NA,86.72834317872548,21.03391763036598
